clade1	98.64467125	Lycaenidae
clade1	98.64467125	Nymphalidae
clade1	98.64467125	Pieridae
clade2	106	Hesperiidae
clade2	106	Lycaenidae
clade2	106	Nymphalidae
clade2	106	Papilionidae
clade2	106	Pierida
clade3	54.46971	Argyresthiidae
clade3	54.46971	Yponomeutidae
clade4	68.7	Erebidae
clade4	68.7	Nolidae
clade4	68.7	Notodontidae
clade5	48.5	Adelidae
clade5	48.5	Heliozelidae
clade6	173	Adelidae
clade6	173	Heliozelidae
clade6	173	Incurvariidae
clade6	173	Prodoxidae
clade7	194	Adelidae
clade7	194	Argyresthiidae
clade7	194	Autostichidae
clade7	194	Bucculatricidae
clade7	194	Choreutidae
clade7	194	Coleophoridae
clade7	194	Cosmopterigidae
clade7	194	Cossidae
clade7	194	Crambidae
clade7	194	Drepanidae
clade7	194	Erebidae
clade7	194	Eriocraniidae
clade7	194	Gelechiidae
clade7	194	Glyphipterigidae
clade7	194	Gracillariidae
clade7	194	Heliozelidae
clade7	194	Hepialidae
clade7	194	Hesperiidae
clade7	194	Incurvariidae
clade7	194	Lasiocampidae
clade7	194	Lycaenidae
clade7	194	Lyonetiidae
clade7	194	Momphidae
clade7	194	Nepticulidae
clade7	194	Nolidae
clade7	194	Notodontidae
clade7	194	Nymphalidae
clade7	194	Oecophoridae
clade7	194	Papilionidae
clade7	194	Pieridae
clade7	194	Plutellidae
clade7	194	Prodoxidae
clade7	194	Psychidae
clade7	194	Pterophoridae
clade7	194	Pyralidae
clade7	194	Sesiidae
clade7	194	Sphingidae
clade7	194	Tineidae
clade7	194	Tortricidae
clade7	194	Yponomeutidae
clade7	194	Ypsolophidae
clade7	194	Zygaenidae
clade8	224	Adelidae
clade8	224	Argyresthiidae
clade8	224	Autostichidae
clade8	224	Bucculatricidae
clade8	224	Choreutidae
clade8	224	Coleophoridae
clade8	224	Cosmopterigidae
clade8	224	Cossidae
clade8	224	Crambidae
clade8	224	Drepanidae
clade8	224	Erebidae
clade8	224	Eriocraniidae
clade8	224	Gelechiidae
clade8	224	Glyphipterigidae
clade8	224	Gracillariidae
clade8	224	Heliozelidae
clade8	224	Hepialidae
clade8	224	Hesperiidae
clade8	224	Incurvariidae
clade8	224	Lasiocampidae
clade8	224	Lycaenidae
clade8	224	Lyonetiidae
clade8	224	Micropterigidae
clade8	224	Momphidae
clade8	224	Nepticulidae
clade8	224	Nolidae
clade8	224	Notodontidae
clade8	224	Nymphalidae
clade8	224	Oecophoridae
clade8	224	Papilionidae
clade8	224	Pieridae
clade8	224	Plutellidae
clade8	224	Prodoxidae
clade8	224	Psychidae
clade8	224	Pterophoridae
clade8	224	Pyralidae
clade8	224	Sesiidae
clade8	224	Sphingidae
clade8	224	Tineidae
clade8	224	Tortricidae
clade8	224	Yponomeutidae
clade8	224	Ypsolophidae
clade8	224	Zygaenidae